_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
4661,794,990939,Olivet New Church Elementary School,,PR,,279 Burnhamthorpe Rd,Priv,990939,279,Burnhamthorpe Rd,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,,109001,911255,279,,,,1266,301164.346,4834235.041,43.6500553,-79.54487504,"{u'type': u'Point', u'coordinates': (-79.5448717545, 43.6500467209)}"
4662,795,507995,One Direction Academy Secondary School,,PR,,885 Don Mills Rd,Priv,507995,885,Don Mills Rd,885 Don Mills Rd,M3C 1V9,North York,Toronto,,104008,444376,885,,,,100,317733.21,4842573.676,43.72501116,-79.33928147,"{u'type': u'Point', u'coordinates': (-79.3392782443, 43.7250025658)}"
4663,796,20258267,Ontario Academy of International Education,,PR,,4 Lansing Sq,Priv,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,,104008,438287,4,,,,6007,318854.727,4848028.516,43.77409117,-79.32521964,"{u'type': u'Point', u'coordinates': (-79.3252164121, 43.7740825707)}"
4664,797,800592,Ontario Academy of Technology Secondary School,,PR,,55 Eglinton Ave E,Priv,800592,55,Eglinton Ave E,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,Canadian Unitarian Council,109001,1138300,55,,,,125,313159.554,4840556.158,43.7069155,-79.39608106,"{u'type': u'Point', u'coordinates': (-79.3960778236, 43.7069069156)}"
4665,798,7974488,Ontario College of Pharmacists,,C,,483 Huron St,College,7974488,483,Huron St,483 Huron St,M5R 2R4,former Toronto,Toronto,,115001,7974487,483,,,,3716,312710.867,4836321.532,43.66880474,-79.40170935,"{u'type': u'Point', u'coordinates': (-79.4017061066, 43.6687961531)}"
4666,799,13501978,Ontario International College Secondary School,,PR,,501 Consumers Rd,Priv,13501978,501,Consumers Rd,501 Consumers Rd,M2J 5E2,North York,Toronto,,104008,438663,501,,,,5264,318890.195,4847652.838,43.77070903,-79.32478879,"{u'type': u'Point', u'coordinates': (-79.3247855638, 43.7707004338)}"
4667,800,382096,Ontario International Institute,,PR,,1001 Sandhurst Circle,Priv,382096,1001,Sandhurst Crcl,1001 Sandhurst Crcl,M1V 1Z6,Scarborough,Toronto,,107005,104203,1001,,,,8871,323797.698,4851948.551,43.80926626,-79.26368032,"{u'type': u'Point', u'coordinates': (-79.26367712, 43.8092576481)}"
4668,801,515118,Oraynu Children's School,,PR,,131 Fenn Ave,Priv,515118,131,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,St. Andrews Junior High School - Building Grounds,102001,441207,131,,,,5575,313616.259,4845521.573,43.75159735,-79.39032977,"{u'type': u'Point', u'coordinates': (-79.3903297628, 43.7515973529)}"
4669,802,9947932,Orde Street Public School,,EP,Toronto District School Board,18 Orde St,English Public,9947932,18,Orde St,18 Orde St,M5T 1N7,former Toronto,Toronto,Orde Street Junior Public School,102001,30106991,18,,,,4112,313474.124,4835192.829,43.65862749,-79.39226008,"{u'type': u'Point', u'coordinates': (-79.3922600824, 43.6586274866)}"
4670,803,7323683,Oriole Park Jr Public School,,EP,Toronto District School Board,80 Braemar Ave,English Public,7323683,80,Braemar Ave,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,Oriole Park Junior Public School,102001,7323668,80,,,,3050,312062.785,4840073.209,43.70258014,-79.40969652,"{u'type': u'Point', u'coordinates': (-79.4096932775, 43.7025715517)}"
4671,804,9486678,Ossington Old Orchard Jr Public School,,EP,Toronto District School Board,380 Ossington Ave,English Public,9486678,380,Ossington Ave,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,Ossington/Old Orchard Public School,102001,14019831,380,,,,4125,311027.694,4834532.428,43.65271625,-79.42260301,"{u'type': u'Point', u'coordinates': (-79.4225997593, 43.6527076701)}"
4672,805,388154,Our Lady of Fatima Catholic Elementary School,,ES,Toronto Catholic District School Board,3176 St Clair Ave E,English Separate,388154,3176,St Clair Ave E,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,Our Lady Of Fatima Catholic School,102003,112339,3176,,,,339,321416.232,4840932.841,43.71016854,-79.29361906,"{u'type': u'Point', u'coordinates': (-79.2936158401, 43.7101599387)}"
4673,806,313294,Our Lady of Grace Catholic Elementary School,,ES,Toronto Catholic District School Board,121 Brimwood Blvd,English Separate,313294,121,Brimwood Blvd,121 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Our Lady Of Grace Catholic School,102003,103854,121,,,,7438,322878.322,4852263.958,43.81212792,-79.27509724,"{u'type': u'Point', u'coordinates': (-79.2750940199, 43.8121193098)}"
4674,807,10906432,Our Lady of Guadalupe Catholic Elementary School,,ES,Toronto Catholic District School Board,3105 Don Mills Rd,English Separate,10906432,3105,Don Mills Rd,3105 Don Mills Rd,M2J 3C2,North York,Toronto,Our Lady Of Guadalupe,102003,10906429,3105,,,,100,316587.012,4849778.549,43.78988285,-79.35335147,"{u'type': u'Point', u'coordinates': (-79.3533482303, 43.7898742437)}"
4675,808,10923487,Our Lady of Lourdes Catholic Elementary School,,ES,Toronto Catholic District School Board,444 Sherbourne St,English Separate,10923487,444,Sherbourne St,444 Sherbourne St,M4X 1K2,former Toronto,Toronto,Our Lady Of Lourdes Catholic School,102003,10923460,444,,,,4391,314889.619,4836018.677,43.66605208,-79.37469879,"{u'type': u'Point', u'coordinates': (-79.3746955628, 43.6660434935)}"
4676,809,9530460,Our Lady of Peace Catholic Elementary School,,ES,Toronto Catholic District School Board,70 Mattice Ave,English Separate,9530460,70,Mattice Ave,70 Mattice Ave,M9B 1T6,Etobicoke,Toronto,Our Lady Of Peace Catholic School,102003,9530456,70,,,,2072,301470.132,4833842.243,43.64652082,-79.54108144,"{u'type': u'Point', u'coordinates': (-79.5410781547, 43.646512249)}"
4677,810,13971319,Our Lady of Perpetual Help Catholic Elementary School,,ES,Toronto Catholic District School Board,1 1/2 Garfield Ave,English Separate,13971319,1 1/2,Garfield Ave,1 1/2 Garfield Ave,M4T 1E6,former Toronto,Toronto,Our Lady Of Perpetual Help C S,102003,7944486,1,02-Jan,,,3483,314192.019,4838379.043,43.68730708,-79.38330812,"{u'type': u'Point', u'coordinates': (-79.383304882, 43.6872984914)}"
4678,811,1019749,Our Lady of Sorrows Catholic Elementary School,,ES,Toronto Catholic District School Board,32 Montgomery Rd,English Separate,1019749,32,Montgomery Rd,32 Montgomery Rd,M8X 1Z4,Etobicoke,Toronto,Our Lady Of Sorrows,102003,911305,32,,,,2136,303305.688,4834008.514,43.6480231,-79.51832832,"{u'type': u'Point', u'coordinates': (-79.5183250387, 43.6480145208)}"
4679,812,521683,Our Lady of the Assumption Catholic Elementary School,,ES,Toronto Catholic District School Board,125 Glenmount Ave,English Separate,521683,125,Glenmount Ave,125 Glenmount Ave,M6B 3C2,North York,Toronto,Our Lady Of The Assumption C S,102003,445392,125,,,,5702,310321.465,4841584.376,43.71619799,-79.43128625,"{u'type': u'Point', u'coordinates': (-79.4312829967, 43.7161893933)}"
4680,813,9531820,Our Lady of Victory Catholic Elementary School,,ES,Toronto Catholic District School Board,70 Guestville Ave,English Separate,9531820,70,Guestville Ave,70 Guestville Ave,M6N 4N3,York,Toronto,Our Lady Of Victory Catholic School,102003,8787,70,,,,637,305564.986,4837930.668,43.68332971,-79.49031805,"{u'type': u'Point', u'coordinates': (-79.4903147846, 43.6833211279)}"
4681,814,348652,Our Lady of Wisdom Catholic Elementary School,,ES,Toronto Catholic District School Board,10 Japonica Rd,English Separate,348652,10,Japonica Rd,10 Japonica Rd,M1R 4R7,Scarborough,Toronto,Our Lady Of Wisdom,102003,109091,10,,,,8189,320228.527,4846701.269,43.76211739,-79.30819194,"{u'type': u'Point', u'coordinates': (-79.3081887283, 43.7621087801)}"
4682,815,548156,Overland Learning Centre,,EP,Toronto District School Board,55 Overland Dr,English Public,548156,55,Overland Dr,55 Overland Dr,M3C 2C3,North York,Toronto,Overland Learning Centre,102001,443301,55,,,,6354,316990.195,4843327.19,43.73180632,-79.34848684,"{u'type': u'Point', u'coordinates': (-79.3484836115, 43.7317977236)}"
4683,816,3244814,Overlea LINC,,EP,Toronto District School Board,14 Overlea Blvd,English Public,3244814,14,Overlea Blvd,14 Overlea Blvd,M4H 1A4,East York,Toronto,,115001,3244866,14,,,,278,316738.899,4840196.413,43.70362948,-79.35167561,"{u'type': u'Point', u'coordinates': (-79.3516723796, 43.7036208898)}"
4684,817,548301,Owen Public School,,EP,Toronto District School Board,111 Owen Blvd,English Public,548301,111,Owen Blvd,111 Owen Blvd,M2P 1G6,North York,Toronto,Owen Public School,102001,441294,111,,,,6357,313440.549,4845239.024,43.74906478,-79.39251944,"{u'type': u'Point', u'coordinates': (-79.3925162004, 43.7490561851)}"
4685,818,20237239,Oxford College of Canada Secondary School,,PR,,155 Consumers Rd,Priv,20237239,155,Consumers Rd,155 Consumers Rd,M2J 0A3,North York,Toronto,,113001,438551,155,,,,5264,318251.543,4847930.399,43.7732192,-79.33271484,"{u'type': u'Point', u'coordinates': (-79.3327116127, 43.7732105926)}"
4686,819,2119861,P T Montessori School,,PR,,280 Culford Rd,Priv,2119861,280,Culford Rd,280 Culford Rd,M6L 2V3,North York,Toronto,Elverston Trethewey United,109001,2119854,280,,,,5309,305521.125,4841246.921,43.71318015,-79.4908591,"{u'type': u'Point', u'coordinates': (-79.4908558223, 43.7131715599)}"
4687,820,6619760,Palmerston Avenue Jr Public School,,EP,Toronto District School Board,734 Palmerston Ave,English Public,6619760,734,Palmerston Ave,734 Palmerston Ave,M6G 2R4,former Toronto,Toronto,Palmerston Avenue Public School,102001,6619772,734,,,,4142,311622.367,4836248.027,43.66815349,-79.4152082,"{u'type': u'Point', u'coordinates': (-79.4152049534, 43.6681449064)}"
4688,821,14615167,Pape Avenue Jr Public School,,EP,Toronto District School Board,220 Langley Ave,English Public,14615167,220,Langley Ave,220 Langley Ave,M4K 1B9,former Toronto,Toronto,Pape Avenue Junior Public School,102002,14022329,220,,,,3812,317534.068,4836501.83,43.67036047,-79.34189684,"{u'type': u'Point', u'coordinates': (-79.3418936177, 43.6703518876)}"
4689,822,7684096,Park Lane Public School,,EP,Toronto District School Board,60 Park Lane Circle,English Public,7684096,60,Park Lane Crcl,60 Park Lane Crcl,M3C 2N2,North York,Toronto,Park Lane Public School,102001,7683816,60,,,,6377,315513.532,4843005.406,43.72892362,-79.36682006,"{u'type': u'Point', u'coordinates': (-79.3668200605, 43.7289236203)}"
4690,823,985525,Park Lawn Jr Middle School,,EP,Toronto District School Board,71 Ballacaine Dr,English Public,985525,71,Ballacaine Dr,71 Ballacaine Dr,M8Y 4B6,Etobicoke,Toronto,Park Lawn Junior Middle School,106007,912249,71,,,,1101,305070.716,4832863.147,43.63771518,-79.49645019,"{u'type': u'Point', u'coordinates': (-79.4964469164, 43.6377066076)}"
4691,824,8648700,Park Place LINC Centre,,EP,Toronto District School Board,2299 Dundas St W,English Public,8648700,2299,Dundas St W,2299 Dundas St W,M6R 1X7,former Toronto,Toronto,,115001,8648660,2299,,,,558,308603.477,4834846.325,43.65555731,-79.45265337,"{u'type': u'Point', u'coordinates': (-79.4526501183, 43.6555487281)}"
4692,825,8168404,Parkdale Collegiate Institute,,EP,Toronto District School Board,209 Jameson Ave,English Public,8168404,209,Jameson Ave,209 Jameson Ave,M6K 2Y3,former Toronto,Toronto,Parkdale Collegiate Institute,102002,8168402,209,,,,3740,309942.31,4833081.726,43.63966609,-79.43607175,"{u'type': u'Point', u'coordinates': (-79.4360685051, 43.6396575139)}"
4693,826,10180114,Parkdale Jr and Sr Public School,,EP,Toronto District School Board,78 Seaforth Ave,English Public,10180114,78,Seaforth Ave,78 Seaforth Ave,M6K 3L2,former Toronto,Toronto,Parkdale Junior & Senior Public School,102001,10180125,78,,,,4372,309883.114,4833473.823,43.64319587,-79.43680183,"{u'type': u'Point', u'coordinates': (-79.4367985751, 43.6431872871)}"
4694,827,1026461,Parkfield Jr School,,EP,Toronto District School Board,31 Redgrave Dr,English Public,1026461,31,Redgrave Dr,31 Redgrave Dr,M9R 3T9,Etobicoke,Toronto,Parkfield Junior Public School,102001,909329,31,,,,2345,299159.199,4837796.679,43.68210277,-79.56977068,"{u'type': u'Point', u'coordinates': (-79.569767376, 43.6820941979)}"
4695,828,9109634,Parkside Academy,,PR,,1071 Midland Ave,Priv,9109634,1071,Midland Ave,1071 Midland Ave,M1K 4G7,Scarborough,Toronto,,112001,9109627,1071,,,,8496,324042.999,4844497.946,43.74218739,-79.26089295,"{u'type': u'Point', u'coordinates': (-79.2608929482, 43.742187394)}"
4696,829,6427685,Parkside Elementary School,,EP,Toronto District School Board,401 Cedarvale Ave,English Public,6427685,401,Cedarvale Ave,401 Cedarvale Ave,M4C 4K7,East York,Toronto,Parkside Elementary School - Building Grounds,102001,6427700,401,,,,58,319575.945,4839783.669,43.69985449,-79.31648307,"{u'type': u'Point', u'coordinates': (-79.3164830719, 43.6998544878)}"
4697,830,373500,Parkview Alternative School,,EP,Toronto District School Board,1641 Pharmacy Ave,English Public,373500,1641,Pharmacy Ave,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,102001,108595,1641,,,,8691,319839.624,4847285.696,43.76738589,-79.31300583,"{u'type': u'Point', u'coordinates': (-79.3130026079, 43.76737728)}"
4698,831,13315640,Paul Demers Elementary School,,FP,Conseil scolaire Viamonde,100 Ravel Rd,French Public,13315640,100,Ravel Rd,100 Ravel Rd,M2H 1S9,North York,Toronto,Oxford Academy,102003,13315627,100,,,,6503,315460.515,4850007.434,43.79196044,-79.36734362,"{u'type': u'Point', u'coordinates': (-79.3673403857, 43.7919518365)}"
4699,832,8418224,Paul Penna Downtown Jewish Day School,,PR,,750 Spadina Ave,Priv,8418224,750,Spadina Ave,750 Spadina Ave,M5S 2J2,former Toronto,Toronto,Miles Nadal Jewish Community Centre,115001,8418213,750,,,,4426,312521.182,4836033.628,43.66621517,-79.4040655,"{u'type': u'Point', u'coordinates': (-79.404062253, 43.6662065809)}"
4700,833,329105,Pauline Johnson Jr Public School,,EP,Toronto District School Board,35 Dunmurray Blvd,English Public,329105,35,Dunmurray Blvd,35 Dunmurray Blvd,M1T 2K2,Scarborough,Toronto,Pauline Johnson Public School,102001,106690,35,,,,7788,320594.312,4849259.722,43.78513846,-79.30357451,"{u'type': u'Point', u'coordinates': (-79.3035712981, 43.7851298583)}"
4701,834,9638081,Pauline Jr Public School,,EP,Toronto District School Board,100 Pauline Ave,English Public,9638081,100,Pauline Ave,100 Pauline Ave,M6H 3M8,former Toronto,Toronto,Pauline Public School,102001,14012736,100,,,,4168,309692.342,4835618.008,43.66249769,-79.43914692,"{u'type': u'Point', u'coordinates': (-79.4391436706, 43.6624891076)}"
4702,835,519066,Pelmo Park Public School,,EP,Toronto District School Board,180 Gary Dr,English Public,519066,180,Gary Dr,180 Gary Dr,M9N 2M1,North York,Toronto,Pelmo Park Public School,102001,445999,180,,,,5666,303324.35,4841123.224,43.71206532,-79.51811945,"{u'type': u'Point', u'coordinates': (-79.5181161606, 43.7120567278)}"
4703,836,397655,Percy Williams Jr Public School,,EP,Toronto District School Board,35 White Heather Blvd,English Public,397655,35,White Heather Blvd,35 White Heather Blvd,M1V 1P6,Scarborough,Toronto,Percy Williams Public School,102001,103968,35,,,,9222,323637.227,4852326.864,43.8126755,-79.26566174,"{u'type': u'Point', u'coordinates': (-79.2656585281, 43.8126668818)}"
4704,837,8985455,Pere Philipe Lamarche Catholic Secondary School,,FS,Conseil scolaire de district catholique Centre-Sud,2850 Eglinton Ave E,French Separate,8985455,2850,Eglinton Ave E,2850 Eglinton Ave E,M1J 2C8,Scarborough,Toronto,,102001,8985453,2850,,,,125,325670.111,4844136.347,43.73888853,-79.24070576,"{u'type': u'Point', u'coordinates': (-79.2407057599, 43.7388885328)}"
4705,838,8431734,Perth Avenue Jr Public School,,EP,Toronto District School Board,14 Ruskin Ave,English Public,8431734,14,Ruskin Ave,14 Ruskin Ave,M6P 3P8,former Toronto,Toronto,Perth Avenue Junior Public School,102001,8431729,14,,,,4342,308621.592,4835655.36,43.66283994,-79.45242295,"{u'type': u'Point', u'coordinates': (-79.4524196859, 43.6628313614)}"
4706,839,30420,Petite Maison Montessori School,,PR,,126 O'Connor Dr,Priv,30420,126,O'Connor Dr,126 O'Connor Dr,M4K 2K7,East York,Toronto,United Church Of Canada,109001,1395,126,,,,274,316816.419,4839068.047,43.69347133,-79.35073934,"{u'type': u'Point', u'coordinates': (-79.3507361101, 43.6934627394)}"
4707,840,14206471,Petre College,,PR,,3359 Yonge  St,Priv,14206471,3359,Yonge St,3359 Yonge St,M4N 2M6,former Toronto,Toronto,,115001,10948010,3359,,,,4733,312557.104,4843301.53,43.73163428,-79.40351694,"{u'type': u'Point', u'coordinates': (-79.4035136918, 43.7316256869)}"
4708,841,7561629,Phoenix Montessori School,,PR,,2 Station Rd,Priv,7561629,2,Station Rd,2 Station Rd,M8V 2P9,Etobicoke,Toronto,Wesley Mimico United Church,109001,7561397,2,,,,344,305294.014,4830116.887,43.61299501,-79.49368535,"{u'type': u'Point', u'coordinates': (-79.4936820745, 43.6129864451)}"
4709,842,7576034,Pierre Elliott Trudeau Elementary School,,FP,Conseil scolaire Viamonde,65 Grace St,French Public,7576034,65,Grace St,65 Grace St,M6J 2S4,former Toronto,Toronto,,102001,14019222,65,,,,9808,311713.626,4834453.44,43.65199962,-79.41410073,"{u'type': u'Point', u'coordinates': (-79.4140974855, 43.651991039)}"
4710,843,576369,Pierre Laporte Middle School,,EP,Toronto District School Board,1270 Wilson Ave,English Public,576369,1270,Wilson Ave,1270 Wilson Ave,M3M 1H5,North York,Toronto,Pierre Laporte Middle School,102001,444500,1270,,,,4693,305418.758,4842569.232,43.72507453,-79.49212432,"{u'type': u'Point', u'coordinates': (-79.4921243122, 43.7250745328)}"
4711,844,562031,Pine Lake Montessori School,,PR,,255 Sheppard Ave W,Priv,562031,255,Sheppard Ave W,255 Sheppard Ave W,M2N 1N2,North York,Toronto,,100001,440139,255,,,,6699,310976.742,4846295.572,43.7586,-79.42310055,"{u'type': u'Point', u'coordinates': (-79.423097299, 43.7585913999)}"
4712,845,551399,Pineway Public School,,EP,Toronto District School Board,110 Pineway Blvd,English Public,551399,110,Pineway Blvd,110 Pineway Blvd,M2H 1A8,North York,Toronto,Pineway Park,102001,30108297,110,,,,6436,314865.546,4850430.666,43.7957696,-79.37472553,"{u'type': u'Point', u'coordinates': (-79.3747255346, 43.7957696026)}"
4713,846,30076180,Pleasant Public School,,EP,Toronto District School Board,288 Pleasant Ave,English Public,30076180,288,Pleasant Ave,288 Pleasant Ave,M2R 2R1,North York,Toronto,,115001,437127,288,,,,6445,310046.717,4849791.306,43.79006404,-79.43461296,"{u'type': u'Point', u'coordinates': (-79.4346129609, 43.7900640397)}"
4714,847,492072,Pleasant View Middle School,,EP,Toronto District School Board,175 Brian Dr,English Public,492072,175,Brian Dr,175 Brian Dr,M2J 3Y8,North York,Toronto,Pleasant View Junior High School,102001,437221,175,,,,5028,318152.475,4849516.359,43.78749636,-79.33390644,"{u'type': u'Point', u'coordinates': (-79.3339032144, 43.7874877559)}"
